params

tradedate;tradetime;B1;B2;B3;T1;G1;G2;G3;G4;G5;G6;G7;G8;G9
23.11.2016;18:39:57;855,534520;62,732469;-132,852129;0,669481;-0,034305;0,039921;-1,151286;1,898805;0,641419;-4,892045;1,826811;0,000000;0,000000
24.11.2016;18:39:57;855,842122;50,736827;-126,574964;0,860563;1,595835;1,172169;-3,030633;3,032391;1,722460;-1,664819;-0,016617;0,000000;0,000000
25.11.2016;18:39:58;870,693694;14,335995;-109,120656;1,668056;0,280932;2,554609;-3,740924;-1,341348;2,902137;-1,407584;-0,353649;0,000000;0,000000
28.11.2016;18:39:58;868,458266;15,444531;-114,210722;1,564743;0,025910;-0,367198;-1,212511;2,124760;2,770918;-2,915567;0,556168;0,000000;0,000000
29.11.2016;18:39:48;871,049311;7,299662;-101,865991;1,826478;-3,520418;1,069028;-1,821334;1,797517;2,381985;1,264269;1,189202;0,000000;0,000000
30.11.2016;18:39:48;869,287303;7,305736;-94,010424;2,015157;0,079193;0,744374;-3,201387;0,917442;5,304381;-4,027464;-0,644563;0,000000;0,000000
01.12.2016;18:39:59;852,002288;38,851538;-95,543424;0,967016;0,144463;0,084227;-0,184372;1,302741;0,728796;-3,019333;1,567785;0,000000;0,000000
02.12.2016;18:39:57;855,002559;26,329783;-83,451608;1,374256;0,485093;0,765373;-1,893800;1,437128;3,148821;-3,632186;0,483172;0,000000;0,000000
05.12.2016;18:39:52;852,882601;27,419628;-89,997947;1,605165;0,026370;0,839092;-1,723906;1,807577;1,698996;-2,752476;0,631891;0,000000;0,000000
06.12.2016;18:39:56;844,056733;44,068098;-91,890278;1,016962;-0,574368;0,774627;-0,908052;1,972114;0,230342;-1,592321;-0,349472;0,000000;0,000000
07.12.2016;18:39:55;839,165878;50,848951;-99,482168;0,952455;0,037515;-0,865496;-0,463290;7,123894;-3,633140;-3,530281;0,906714;0,000000;0,000000
08.12.2016;18:39:59;832,636953;57,001653;-94,258581;1,011540;-0,444074;-1,481540;-0,594941;6,511434;-7,487054;-3,572750;2,563429;0,000000;0,000000
09.12.2016;18:39:36;825,773251;63,476576;-101,706597;0,984308;-0,021383;-0,465425;-0,717109;4,806057;-2,350715;-3,070325;0,259844;0,000000;0,000000
12.12.2016;18:38:33;823,619459;65,870330;-136,692042;1,123504;-2,987868;1,729790;-1,390807;0,638353;-1,058487;-0,930639;0,254242;0,000000;0,000000
13.12.2016;18:39:52;838,393832;46,265207;-176,131767;1,571109;1,230145;-3,031471;-0,748478;3,136329;-3,449184;-1,206700;0,747204;0,000000;0,000000
14.12.2016;18:39:57;839,651255;39,885397;-195,531086;1,425884;-0,735916;-0,554615;-0,449753;2,987129;-0,727014;-2,204026;-0,446494;0,000000;0,000000
15.12.2016;18:39:40;859,875751;12,313472;-208,144638;1,550090;0,028516;0,330668;-1,283451;4,582043;-2,025398;-2,179628;-0,810141;0,000000;0,000000
16.12.2016;18:39:54;856,766442;-4,853906;-190,161425;1,729764;-7,295599;0,013537;1,080229;4,462907;2,268621;-1,029832;0,265182;0,000000;0,000000
19.12.2016;18:39:55;846,268414;25,571574;-183,336191;1,332455;-0,302211;-1,049075;-1,651743;3,998899;-0,996610;-3,677562;1,144880;0,000000;0,000000
20.12.2016;18:39:47;856,558796;6,202408;-186,641228;1,632637;0,050950;1,370008;-4,222678;3,071378;-0,260498;-1,338061;-1,136370;0,000000;0,000000
21.12.2016;18:39:53;853,328119;8,416251;-186,140179;1,616590;-3,794934;2,070453;-0,521672;2,012031;1,427406;-0,780004;-0,958028;0,000000;0,000000
22.12.2016;18:39:58;852,706441;8,436840;-189,451710;1,715023;2,142267;2,609749;-5,893263;4,021189;2,821494;-1,617721;-1,501241;0,000000;0,000000
23.12.2016;18:39:56;855,074174;-0,214190;-180,625834;1,929892;0,010651;3,246858;-2,791630;0,939173;1,112309;-0,864764;-0,339604;0,000000;0,000000
26.12.2016;18:39:58;859,381749;12,230965;-226,922830;1,642591;-0,966550;-0,660452;-2,954603;2,797275;0,738926;-1,341090;-1,284935;0,000000;0,000000
27.12.2016;18:39:58;873,317981;-16,714182;-220,294361;2,297354;-0,444762;1,497725;-2,522923;1,970863;1,329760;-1,006470;-0,991385;0,000000;0,000000
28.12.2016;18:39:58;875,903402;-37,092731;-207,150372;3,151042;-6,596129;-0,711073;1,637831;2,229104;1,297519;-0,158168;0,013196;0,000000;0,000000
29.12.2016;18:39:58;878,076648;-61,185304;-190,499473;3,967005;-11,864764;9,174735;7,867829;0,514178;0,717588;1,194305;1,692428;0,000000;0,000000
30.12.2016;18:39:50;904,593155;-104,478674;-172,749233;5,295297;-12,943085;10,032557;7,634387;0,921569;1,724239;2,399184;2,601376;0,000000;0,000000
03.01.2017;18:39:59;924,070641;-111,376396;-260,204466;4,411702;-5,858851;8,954092;-1,898386;1,034850;1,733139;2,352946;2,708210;0,000000;0,000000
04.01.2017;18:38:36;926,715286;-117,316030;-259,296806;4,343578;-12,263559;15,727482;-2,697208;-3,991395;2,128379;2,564506;2,914147;0,000000;0,000000
05.01.2017;18:39:36;925,178762;-110,501318;-264,868649;4,488169;-1,153627;11,180482;-5,308797;-4,515705;1,551542;-1,653784;2,688655;0,000000;0,000000
06.01.2017;18:39:35;924,979735;-117,450966;-265,177015;4,597664;-10,319335;4,406199;4,061153;-0,096524;1,211209;1,056118;1,874694;0,000000;0,000000
09.01.2017;18:39:58;911,258380;-84,403216;-297,631243;4,684408;0,895738;13,952115;-6,028221;-0,013134;1,442504;-1,102099;1,031205;0,000000;0,000000
10.01.2017;18:39:28;901,885304;-78,187074;-313,213629;4,281311;-7,467537;-1,346860;4,171826;-0,929612;1,532165;0,422789;0,326763;0,000000;0,000000
11.01.2017;18:39:52;903,349267;-74,013057;-316,435755;4,172687;0,949738;3,535013;-1,959472;-1,724846;1,715678;2,044039;2,037351;0,000000;0,000000
12.01.2017;18:39:58;886,700602;-48,868419;-345,488268;3,506461;-0,624928;1,870381;-0,924645;0,595649;0,814992;-0,076897;0,308771;0,000000;0,000000
13.01.2017;18:39:47;892,929040;-55,255640;-354,109182;3,489242;-0,317817;0,020322;0,010361;-0,042994;0,664385;-1,503693;0,639098;0,000000;0,000000
16.01.2017;18:39:49;900,146086;-69,773766;-335,974605;3,747594;1,068071;0,711462;-2,936150;1,079640;1,070225;-0,613948;-0,357093;0,000000;0,000000
17.01.2017;18:39:52;886,234887;-49,897691;-344,248732;3,279367;-0,250461;0,074021;-2,331900;1,757139;1,477639;-0,471643;-0,740375;0,000000;0,000000
18.01.2017;18:38:53;881,635918;-43,858823;-342,689904;3,046756;-2,711538;1,495513;-2,046523;2,596428;2,710587;-0,036032;0,037421;0,000000;0,000000
19.01.2017;18:39:58;866,291647;-33,016446;-320,240196;2,964512;-3,811740;4,898497;-4,967042;3,680298;4,046109;3,206159;2,942577;0,000000;0,000000
20.01.2017;18:39:56;905,262324;-50,800020;-412,542634;2,877802;3,246138;2,599291;-7,981360;3,267738;2,369121;-2,675527;0,000971;0,000000;0,000000
23.01.2017;18:39:59;925,430406;-71,281656;-448,434811;3,049704;6,195316;-3,171406;-7,677755;4,472936;3,006948;-2,795164;0,694308;0,000000;0,000000
24.01.2017;18:39:59;925,041849;-60,511429;-461,998016;2,876026;8,371322;-5,682650;-11,274519;7,843229;4,656649;-2,435596;0,475383;0,000000;0,000000
25.01.2017;18:39:56;927,680841;-61,567846;-444,871146;2,665329;5,887015;-1,428826;-8,504641;3,670270;6,437118;-1,459368;-2,087969;0,000000;0,000000
26.01.2017;18:39:55;919,651274;-48,952670;-421,485253;3,041741;1,963655;13,323277;-6,734655;1,849872;4,742921;3,422375;2,412433;0,000000;0,000000
27.01.2017;18:39:50;901,945399;-24,578477;-441,860635;2,789711;2,511721;8,703384;-7,141350;3,451751;3,630358;2,179749;2,363176;0,000000;0,000000
30.01.2017;18:39:30;904,036077;-11,743889;-447,959657;2,475198;3,060274;1,996289;-4,728981;2,679795;3,308581;0,064263;-0,167149;0,000000;0,000000
31.01.2017;18:39:58;900,973850;-8,811992;-444,849441;2,799413;-0,013528;7,011410;-4,469144;2,766833;3,600446;2,377435;-0,052933;0,000000;0,000000
01.02.2017;18:39:45;897,985725;4,639555;-452,063378;2,533966;4,308039;8,936239;-7,399248;0,073737;3,155708;-0,796766;-1,069385;0,000000;0,000000
02.02.2017;18:39:51;870,817937;33,908660;-425,706886;2,303654;3,495319;2,510112;-12,475362;7,360017;6,165862;-2,279744;-2,181525;0,000000;0,000000
03.02.2017;18:39:52;878,927712;27,826444;-435,935118;2,516790;0,491228;4,876857;-13,284142;7,117523;6,340641;-1,378561;0,344569;0,000000;0,000000
06.02.2017;18:39:59;864,124690;49,989843;-413,085551;2,329689;1,203509;0,234418;-3,528493;2,035701;2,145533;-1,114483;0,266025;0,000000;0,000000
07.02.2017;18:39:56;848,832820;68,108193;-345,859490;1,888945;1,625649;0,667954;-2,928643;4,597913;-0,864432;-1,483084;-1,202060;0,000000;0,000000
08.02.2017;18:39:49;840,828330;77,341116;-343,427260;1,956656;0,928871;0,597222;-2,571793;2,985927;1,810001;0,952888;0,945218;0,000000;0,000000
09.02.2017;18:39:58;848,681847;75,268751;-379,191139;2,022594;2,022282;-0,628815;-3,968804;3,616344;2,307394;-2,816356;-0,291811;0,000000;0,000000
10.02.2017;18:39:59;848,299685;71,209980;-371,860049;2,228937;1,797898;0,129022;-5,200090;3,172651;3,641084;-3,514439;0,466494;0,000000;0,000000
13.02.2017;18:39:59;844,215115;81,087735;-385,827889;2,228134;1,541438;-0,014857;-4,446625;2,826635;3,609485;-2,165695;0,481128;0,000000;0,000000
14.02.2017;17:17:14;846,437262;74,173572;-382,288143;2,267140;1,735890;1,497267;-4,021552;2,855907;3,495698;-2,297985;0,485783;0,000000;0,000000
15.02.2017;18:39:36;836,990185;105,353429;-360,715226;1,916754;1,845319;-0,461433;-7,595778;7,365228;7,018286;-3,827149;-1,797220;0,000000;0,000000
16.02.2017;18:39:58;841,020544;87,366641;-317,468830;2,345531;0,034354;-0,621141;-6,194328;4,107600;4,897130;-3,247529;0,806229;0,000000;0,000000
17.02.2017;18:39:58;829,961377;115,640402;-298,517057;1,901018;-0,062173;-0,898389;-4,740649;4,356960;4,150745;-3,556157;0,758566;0,000000;0,000000
20.02.2017;18:39:51;814,418371;136,945072;-260,636694;1,281799;-3,247867;-3,887354;1,070855;5,385362;1,048453;-3,574309;1,470511;0,000000;0,000000
21.02.2017;18:39:58;809,059040;147,272181;-226,309639;1,106949;-2,929189;-2,332234;2,929868;4,525961;-0,224823;-4,076537;1,596129;0,000000;0,000000
22.02.2017;18:39:57;814,901193;139,121039;-236,063452;1,372978;1,707814;-0,021147;-1,471914;4,564112;0,560875;-6,875470;1,798400;0,000000;0,000000
24.02.2017;18:39:53;818,690916;127,805977;-250,572110;1,382021;-1,916215;-5,354382;-3,373452;12,053082;1,887385;-7,030581;4,061117;0,000000;0,000000
27.02.2017;18:39:55;815,777341;147,831719;-260,734025;1,420617;-0,417845;-2,117624;-1,674005;1,317438;-1,310750;-4,203038;1,495703;0,000000;0,000000
28.02.2017;18:39:53;818,393074;149,219010;-255,264125;1,424035;-0,036882;-1,578621;-0,698181;4,455788;1,614943;-3,562933;0,725470;0,000000;0,000000
01.03.2017;18:39:53;810,738066;161,338037;-238,360207;1,290232;0,010633;-0,444449;-2,370689;4,163022;2,741069;-3,542356;0,681070;0,000000;0,000000
02.03.2017;18:39:58;809,785201;137,362261;-191,194619;1,594589;0,010743;0,028451;-1,121270;1,575746;-0,824375;-4,212146;1,616990;0,000000;0,000000
03.03.2017;18:39:57;823,698435;116,261135;-249,198585;1,974622;1,410923;1,390593;-1,907845;1,991999;0,019917;-5,457035;2,038328;0,000000;0,000000
06.03.2017;18:39:59;793,839991;180,768638;-64,468065;0,532774;-3,622725;1,926042;4,254525;-2,392045;-4,036071;-4,623279;0,295920;0,000000;0,000000
07.03.2017;18:38:38;788,171651;173,903582;-84,991071;0,694045;-0,206508;0,840394;0,816507;0,015006;-4,991369;-4,983288;3,733112;0,000000;0,000000
09.03.2017;18:39:40;810,810534;138,161915;-224,601789;1,596172;0,048151;2,873488;-0,119102;0,148221;-3,660282;-5,222927;0,955072;0,000000;0,000000
10.03.2017;18:39:59;815,153626;134,286139;-279,542986;1,853058;0,046571;0,182480;-1,833370;1,993272;-1,116931;-4,318092;2,209294;0,000000;0,000000
13.03.2017;18:39:58;810,537234;137,962816;-287,430006;1,783678;-0,306448;0,718312;-5,244823;4,707789;2,048163;-1,674232;0,763228;0,000000;0,000000
14.03.2017;18:39:57;801,743156;157,036633;-248,431409;1,446294;0,073924;0,981875;-3,123278;3,811357;0,053076;-3,060805;0,854565;0,000000;0,000000
15.03.2017;18:39:38;816,261003;132,707327;-315,790885;1,996024;-0,022800;3,409501;-2,520047;0,599602;0,850649;-0,741903;0,547157;0,000000;0,000000
16.03.2017;18:39:59;812,764032;133,994854;-335,090817;2,051559;0,021207;0,454369;-1,247438;0,980883;0,861166;-0,675392;-0,076976;0,000000;0,000000
17.03.2017;18:39:48;815,898415;132,458371;-358,221473;2,118594;-0,012127;-0,028235;-0,532744;1,027082;1,082688;-0,304137;0,250323;0,000000;0,000000
20.03.2017;18:37:01;805,512173;145,065661;-338,412702;1,970205;0,042298;1,841836;-3,022753;1,785300;0,866614;0,312975;0,615204;0,000000;0,000000
21.03.2017;18:39:56;806,216559;138,228502;-324,841355;2,123553;-0,699141;0,019832;-0,184916;-0,596452;1,176134;0,588728;0,777843;0,000000;0,000000
22.03.2017;18:39:15;800,072665;159,637758;-302,168670;1,696332;-0,012175;0,235208;-0,012289;0,493363;0,823843;0,457196;0,492024;0,000000;0,000000
23.03.2017;18:39:38;806,141794;144,586975;-317,690151;1,903849;-1,828911;5,169419;-3,135788;0,598688;0,987623;0,930319;0,556661;0,000000;0,000000
24.03.2017;18:39:36;795,719735;156,568857;-294,693605;1,694380;0,018385;-1,370684;-1,425347;2,953406;0,933599;0,494005;0,970018;0,000000;0,000000
27.03.2017;18:39:49;789,624926;167,331379;-295,687189;1,651099;-1,718337;4,671519;-4,824301;1,814100;2,185300;0,497564;0,494737;0,000000;0,000000
28.03.2017;18:39:58;799,480500;152,834330;-319,173836;1,864454;-2,528424;5,712696;-3,876308;0,704224;1,213310;0,491915;0,473429;0,000000;0,000000
29.03.2017;18:39:56;803,818642;130,304601;-312,723551;2,145512;-5,240670;9,329583;-0,213435;-3,192704;0,643571;1,512926;1,083895;0,000000;0,000000
30.03.2017;18:39:58;812,509170;107,314452;-339,945463;2,475121;-4,887790;9,092319;-0,687090;-2,054851;1,015983;1,290433;1,411892;0,000000;0,000000
31.03.2017;18:39:45;817,079902;112,723975;-343,478853;2,376224;1,176259;4,483566;-5,620973;2,324022;1,155791;-1,425365;0,609299;0,000000;0,000000
03.04.2017;18:39:49;825,148966;97,124518;-349,006221;2,390801;0,550487;0,805158;-1,189128;0,688343;1,169638;-0,445205;-0,583399;0,000000;0,000000
04.04.2017;18:39:57;817,660038;106,659636;-337,557563;2,444406;0,569022;1,431588;-2,922965;1,782310;1,124267;-0,015820;0,011005;0,000000;0,000000
05.04.2017;18:39:58;819,701333;109,709035;-363,516293;2,348122;0,007311;0,322638;-0,020270;-0,025987;0,874463;0,044744;0,402173;0,000000;0,000000
06.04.2017;18:39:56;813,224278;113,573795;-360,349993;2,422318;-0,363100;0,774674;-1,698964;1,104795;0,816587;0,763493;1,010698;0,000000;0,000000
07.04.2017;18:39:59;821,636271;93,383704;-327,512829;2,575057;0,417004;0,740542;-1,640946;1,507005;-0,390308;-0,628948;-0,809536;0,000000;0,000000
10.04.2017;18:36:57;826,482657;89,282416;-318,175046;2,793051;0,524756;3,001801;-1,258947;-1,919272;-1,315112;-1,169060;0,053901;0,000000;0,000000
11.04.2017;18:39:48;828,412080;72,262136;-294,790033;2,836248;1,732892;0,701682;0,445224;-0,619277;-0,735698;0,902696;-0,024892;0,000000;0,000000
12.04.2017;18:39:36;826,145038;68,003689;-273,493338;3,128236;1,885027;0,802854;-1,722623;-0,450158;-0,515252;0,615088;0,678503;0,000000;0,000000
13.04.2017;18:39:44;821,291685;65,794019;-267,434593;3,327853;0,144320;0,019235;-1,976516;-1,031583;-1,581848;-1,261571;0,352689;0,000000;0,000000
14.04.2017;18:39:48;821,900157;63,258326;-275,728832;3,273262;0,021090;0,171813;0,228994;-0,313777;-0,616833;-0,670846;0,923890;0,000000;0,000000
17.04.2017;18:39:53;820,455807;53,780763;-260,290725;3,377971;0,037622;0,044743;0,398025;-0,791958;-0,351555;0,015436;0,613470;0,000000;0,000000
18.04.2017;18:39:58;821,017419;51,360503;-254,199010;3,560112;0,009929;-0,038310;0,358709;-1,245920;-0,891695;0,843402;0,541877;0,000000;0,000000
19.04.2017;18:39:55;829,472145;34,493435;-266,104537;3,564232;0,218946;-0,719831;1,673216;-0,574821;-1,492961;-0,815343;1,107118;0,000000;0,000000
20.04.2017;18:39:56;825,873715;22,441601;-274,237572;3,557727;-0,008298;-0,046767;0,045280;0,475213;-0,020636;0,072612;0,387600;0,000000;0,000000
21.04.2017;18:39:57;859,870193;-22,643831;-343,468842;3,840182;0,015448;-1,094896;0,076254;2,889529;-1,095636;-3,714346;1,366922;0,000000;0,000000
24.04.2017;18:39:54;908,465526;-97,067302;-380,725384;5,418698;-0,012175;-1,652322;-3,335922;5,161468;-0,318197;-2,356235;0,322138;0,000000;0,000000
25.04.2017;18:39:57;930,655787;-110,706659;-425,443470;5,362673;-0,061107;-2,390523;1,862380;4,287214;-1,296719;-3,681947;1,034626;0,000000;0,000000
26.04.2017;18:39:00;947,546739;-132,383196;-437,206083;5,831588;-0,197883;-1,744073;1,678008;4,871626;0,245422;-4,890249;0,890370;0,000000;0,000000
27.04.2017;18:39:41;967,901156;-151,838080;-464,676259;6,569917;-0,896419;-5,723552;2,316449;8,341601;-1,216527;-4,796534;1,118660;0,000000;0,000000
28.04.2017;18:39:48;970,134953;-147,628487;-520,886071;6,142015;-0,026778;-0,818456;1,862189;3,105080;-2,049739;-4,040805;1,274660;0,000000;0,000000
02.05.2017;18:39:54;970,058513;-138,048662;-563,340426;5,711902;0,026716;-0,752947;0,823867;2,270694;0,704639;-3,158225;0,612290;0,000000;0,000000
03.05.2017;18:39:58;994,644975;-166,154346;-582,322216;6,217254;-0,142409;-1,171063;-0,457417;2,524756;2,215841;-4,131867;0,598184;0,000000;0,000000
04.05.2017;18:39:43;1019,319940;-188,651374;-604,222526;6,365023;-0,477868;-4,425323;1,013360;5,971690;2,990601;-3,788695;1,124089;0,000000;0,000000
05.05.2017;18:39:51;1031,399819;-190,778462;-624,596934;6,696514;-0,485140;-2,201907;1,096834;3,249521;3,000179;-4,092050;0,654530;0,000000;0,000000
10.05.2017;18:39:52;1058,319494;-228,590943;-673,163679;7,108411;-0,110544;-3,972157;4,296065;4,740217;-2,620143;-3,454467;1,360688;0,000000;0,000000
11.05.2017;18:39:01;1068,379393;-246,499994;-679,515413;7,244923;-1,626336;-10,855115;4,624447;6,975574;-1,271720;-1,624807;1,454895;0,000000;0,000000
12.05.2017;18:39:53;1075,393662;-260,133845;-664,546628;8,123252;0,021472;-3,094052;1,418692;2,498353;-1,088238;-1,716429;0,286720;0,000000;0,000000
15.05.2017;18:39:45;1070,216725;-247,602350;-699,874346;7,200438;-0,966004;-5,393635;4,955167;6,120454;0,256850;-4,063711;-0,167813;0,000000;0,000000
16.05.2017;18:39:57;1076,856956;-254,531694;-697,319515;7,513240;-1,255884;-7,091853;4,066858;6,270498;-0,542248;-2,491484;0,463492;0,000000;0,000000
17.05.2017;18:39:58;1085,636701;-263,697254;-689,269229;7,875357;-0,353549;-6,278366;2,974563;4,745206;-0,013260;-2,044311;1,118812;0,000000;0,000000
18.05.2017;18:39:55;1088,789154;-266,386257;-692,784485;8,288550;0,602703;-6,374691;0,218866;5,347767;-0,825537;-2,217501;0,530067;0,000000;0,000000
19.05.2017;18:39:39;1084,176337;-260,153756;-717,356348;7,836735;-0,664064;-5,277356;3,365259;6,420773;-0,976176;-3,931654;0,698973;0,000000;0,000000
22.05.2017;18:39:54;1080,521455;-257,959075;-728,938002;7,689725;-0,043624;-6,918033;1,280234;4,967935;2,209124;-0,399639;1,009393;0,000000;0,000000
23.05.2017;18:39:33;1084,034123;-257,429664;-733,771883;7,632109;-0,269501;-3,799907;1,569298;4,944466;0,530620;-3,273002;0,773565;0,000000;0,000000
24.05.2017;18:39:42;1091,295919;-264,550901;-729,590381;8,172249;1,448311;-6,290693;-0,443631;4,603497;1,472590;0,075139;0,033623;0,000000;0,000000
25.05.2017;18:39:50;1095,976920;-268,628082;-728,151108;8,180658;-1,301545;-5,865836;2,034956;4,894865;1,782910;-2,384825;-0,636415;0,000000;0,000000
26.05.2017;18:39:52;1101,226502;-273,631789;-721,771703;8,384561;-0,594833;-2,286963;-0,867562;3,235643;1,646747;-0,351530;0,688741;0,000000;0,000000
29.05.2017;18:39:58;1104,219785;-281,572153;-716,456529;8,482579;-0,014046;-2,896236;-0,261591;2,409815;0,895336;-2,140373;0,931181;0,000000;0,000000
30.05.2017;18:39:38;1106,926665;-282,646721;-713,855361;8,691655;-0,748885;-4,043688;0,719434;2,941411;1,179035;-1,407140;1,467622;0,000000;0,000000
31.05.2017;18:39:19;1107,749263;-282,038490;-715,320048;8,732341;3,485626;-1,272481;-1,997836;0,657614;1,079106;-0,391777;1,428769;0,000000;0,000000
01.06.2017;18:39:55;1102,761627;-284,200839;-721,874151;8,365553;-0,081479;-0,080199;0,748387;0,674452;0,924052;-1,348441;0,478856;0,000000;0,000000
02.06.2017;18:39:56;1104,737297;-286,216621;-720,886355;8,376197;-0,242197;-1,006130;-0,466721;0,755724;1,111430;-0,256684;-0,516410;0,000000;0,000000
05.06.2017;18:39:54;1109,981962;-294,825751;-712,260686;8,228384;4,821549;-0,974460;-2,770664;1,536684;1,934802;1,398140;1,311018;0,000000;0,000000
06.06.2017;18:39:52;1113,243732;-305,654221;-702,885534;8,246168;-0,472790;-4,160761;-1,603338;2,450389;2,870035;0,956423;1,047814;0,000000;0,000000
07.06.2017;18:39:54;1123,617194;-328,340110;-676,241169;8,786142;-0,723525;-3,526916;0,209086;1,705566;2,781898;-0,353376;-0,416209;0,000000;0,000000
08.06.2017;18:39:53;1125,025293;-334,965282;-668,605107;9,012053;-1,087385;-5,135723;-0,027396;3,668179;3,402146;-0,251846;0,401790;0,000000;0,000000
09.06.2017;18:39:24;1125,264883;-335,893502;-665,975470;9,339937;-0,656209;-2,346162;-0,675442;0,844694;2,156131;-0,045017;0,406937;0,000000;0,000000
13.06.2017;18:39:55;1127,065836;-340,969937;-659,775032;9,513265;-0,728977;-2,958733;-0,624524;2,346510;2,271506;-0,786847;-0,765764;0,000000;0,000000
14.06.2017;18:39:38;1132,667737;-351,292916;-645,776881;9,685884;-0,181585;-1,813005;-1,150478;0,528942;2,005290;1,188256;-0,405515;0,000000;0,000000
15.06.2017;18:39:48;1142,432708;-355,473694;-632,835604;9,871712;-0,415107;-1,389121;-0,864133;0,842842;2,112601;1,261484;0,816842;0,000000;0,000000
16.06.2017;18:39:58;1150,625844;-360,249881;-619,349312;10,180150;-1,101579;-3,576882;-2,913578;1,454025;4,221153;1,577015;-0,565007;0,000000;0,000000
19.06.2017;18:39:44;1158,350786;-370,114994;-603,303423;10,354194;-1,447055;-4,509593;-2,702307;2,686488;4,764538;1,383677;-0,830652;0,000000;0,000000
20.06.2017;18:39:39;1161,624503;-377,506452;-590,479531;10,714531;-1,450328;-6,567900;-1,048263;3,883336;5,067738;0,982655;-1,128736;0,000000;0,000000
21.06.2017;18:39:44;1157,713153;-377,215024;-588,736788;11,196574;-1,566377;-4,241138;-1,638160;3,497502;4,754694;0,437485;-0,582079;0,000000;0,000000
22.06.2017;18:39:54;1157,116370;-380,411802;-579,313964;11,821367;-1,785486;-6,600458;-1,884150;4,714045;5,288212;1,112981;0,451418;0,000000;0,000000
23.06.2017;18:39:54;1146,486411;-370,657182;-588,023407;12,573942;-1,001880;-5,200167;-2,054831;8,218756;4,931852;-3,332332;-0,903419;0,000000;0,000000
26.06.2017;18:39:54;1151,541446;-381,519328;-585,858553;11,998088;-2,072122;-7,905052;-4,139765;11,106881;5,863594;-5,502232;0,838671;0,000000;0,000000
27.06.2017;18:39:58;1153,497151;-382,840726;-588,754450;11,917863;-1,440500;-6,097322;-2,572295;10,354895;5,454469;-4,951506;0,468476;0,000000;0,000000
28.06.2017;18:39:59;1162,914194;-394,982487;-575,893605;11,915484;-1,069147;-5,706114;-2,713509;10,916083;5,227331;-5,559765;-0,617403;0,000000;0,000000
29.06.2017;18:39:52;1161,745928;-388,788871;-586,223239;12,011068;-1,313124;-5,518763;-2,359651;11,162343;6,061837;-5,298533;-1,150413;0,000000;0,000000
30.06.2017;18:39:55;1156,115787;-375,113887;-605,805570;12,019419;-0,059811;-0,277492;-0,325701;6,508760;2,507334;-5,538921;0,309202;0,000000;0,000000
03.07.2017;18:39:18;1155,474521;-372,145033;-615,304673;11,717709;0,093666;-0,311917;0,568860;4,606730;2,035394;-4,004210;0,594252;0,000000;0,000000
04.07.2017;18:39:46;1154,257737;-368,156010;-624,951389;11,467544;-0,317804;-1,450745;-0,973762;4,855780;2,007439;-3,678003;0,477581;0,000000;0,000000
05.07.2017;18:39:59;1159,183966;-368,067584;-621,923423;11,482402;-0,378873;-1,384884;-0,674518;1,972876;2,473079;0,232791;0,069426;0,000000;0,000000
06.07.2017;18:39:47;1160,307883;-365,014607;-619,251024;11,868785;-1,099730;-2,598344;-1,637186;1,818339;3,141027;0,977294;-0,557095;0,000000;0,000000
07.07.2017;18:39:59;1165,655301;-370,136856;-609,848207;11,985398;-0,758168;-2,733250;-2,339769;1,919767;3,927280;1,195160;0,821495;0,000000;0,000000
10.07.2017;18:39:59;1163,492705;-374,012142;-606,104140;12,194754;-1,409704;-4,356029;-2,570079;5,047754;5,127880;0,010097;-1,145020;0,000000;0,000000
11.07.2017;18:39:58;1167,053639;-375,187084;-599,358504;12,488621;-1,643590;-5,256542;-2,857816;6,076624;5,627554;-0,528549;-0,914007;0,000000;0,000000
12.07.2017;18:39:58;1164,561286;-374,620268;-600,834492;12,702649;-1,520098;-5,267297;-2,769187;8,009639;3,719788;-4,299317;0,432647;0,000000;0,000000
13.07.2017;18:38:26;1162,085303;-375,817939;-604,987509;12,690751;-1,167981;-3,326016;-1,070903;7,656270;4,893773;-2,897280;-1,497376;0,000000;0,000000
14.07.2017;18:38:56;1162,112099;-376,277493;-609,886928;12,466644;-0,696670;-2,207932;-0,743191;6,416744;1,253240;-5,767868;-0,037556;0,000000;0,000000
17.07.2017;18:39:44;1164,124857;-381,124231;-609,602737;12,180600;-0,955936;-2,548113;-0,492246;6,054974;2,584796;-3,392155;-0,028890;0,000000;0,000000
18.07.2017;18:39:48;1167,701183;-384,614057;-610,214900;11,859790;-1,328835;-2,642792;-1,019183;6,599676;1,923894;-4,675572;1,268430;0,000000;0,000000
19.07.2017;18:39:27;1169,138496;-387,436982;-612,220473;11,652022;-1,684909;-3,600453;-0,476822;7,645325;3,898111;-3,919558;0,545035;0,000000;0,000000
20.07.2017;18:39:59;1169,843536;-386,584923;-614,168570;11,694040;-0,974515;-1,800180;0,014468;7,742007;2,150695;-5,663003;0,162688;0,000000;0,000000
21.07.2017;18:39:48;1171,800488;-389,064978;-617,082936;11,424263;-1,698310;-5,025780;-2,208166;8,884457;3,755039;-4,666842;-0,262001;0,000000;0,000000
24.07.2017;18:39:58;1178,290845;-393,611750;-603,847392;12,008525;-2,933699;-7,295073;-1,948072;8,935630;7,783917;-2,753248;-1,247231;0,000000;0,000000
